,Unit Name,Part,Rep Machine Class,Cost Per kg,weight,Supplier Name,MGC,DM Cost
2018124,Mannheim,AL219316,OFP,22.592592592592588,0.54,ARGUS FLUIDTECHNIK GMBH,D03030200,12.2
2018125,Mannheim,AL219317,OFP,22.2,0.1,ARGUS FLUIDTECHNIK GMBH,D03030200,2.22
2018126,Mannheim,AL219318,OFP,39.666666666666664,0.12,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.76
2018127,Mannheim,AL219325,OFP,0.0015340787141887033,8526.29,DIRISAMER ROHRBIEGETECHNIK,D03030200,13.08
2018128,Mannheim,AL219327,OFP,32.432432432432435,0.37,DIRISAMER ROHRBIEGETECHNIK,D03030200,12.0
2018129,Mannheim,AL219328,OFP,32.432432432432435,0.37,DIRISAMER ROHRBIEGETECHNIK,D03030200,12.0
2018139,Mannheim,AL219341,OFP,5.306122448979592,0.49,HEINZ DAURER & SÖHNE,D14010110,2.6
2018144,Mannheim,AL219375,OFP,7.079268292682927,1.64,ARGUS FLUIDTECHNIK GMBH,D03030200,11.61
2018145,Mannheim,AL219378,OFP,16.666666666666668,0.3,ARGUS FLUIDTECHNIK GMBH,D03030200,5.0
2018147,Mannheim,AL219425,OFP,8.547945205479452,0.73,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.24
2018148,Mannheim,AL219427,OFP,9.323529411764705,0.68,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.34
2018152,Mannheim,AL219510,OFP,20.8125,0.16,ARGUS FLUIDTECHNIK GMBH,D03030200,3.33
2018153,Mannheim,AL219512,OFP,81.35294117647058,0.17,CONTITECH TECHNO-CHEMIE GMBH,D03030110,13.83
2018154,Mannheim,AL219517,OFP,42.125,0.32,DIRISAMER ROHRBIEGETECHNIK,D03030200,13.48
2018198,Mannheim,AL219705,OFP,23.961538461538463,0.78,ARGUS FLUIDTECHNIK GMBH,D03030200,18.69
2018252,Mannheim,AL219932,OFP,8.75,0.4,HUISSEL GMBH,D14010110,3.5
2018298,Mannheim,AL220054,OFP,12.52625,8.0,REGENSBURGER DRUCKGUSSWERKE,D07050200,100.21
2018338,Mannheim,AL220056,OFP,13.875000000000002,0.08,KWM WEISSHAAR GMBH,D14010110,1.11
2018339,Mannheim,AL220083,OFP,16.652173913043477,0.23,BERGER + HERMANN,D03030200,3.83
2018340,Mannheim,AL220084,OFP,26.37037037037037,0.27,BERGER + HERMANN,D03030200,7.12
2018363,Mannheim,AL220115,OFP,22.939393939393938,0.33,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.57
2018368,Mannheim,AL220142,OFP,45.00000000000001,0.03,HUISSEL GMBH,D14010110,1.35
2018369,Mannheim,AL220145,OFP,6.973568281938326,4.54,KRATZER GMBH & CO KG,D07010301,31.66
2018379,Mannheim,AL220147,OFP,27.055555555555557,0.18,BERGER + HERMANN,D03030200,4.87
2018384,Mannheim,AL220148,OFP,27.000000000000004,0.18,BERGER + HERMANN,D03030200,4.86
2018391,Mannheim,AL220162,OFP,48.83018867924528,0.53,ALBERT BIEBL GMBH,D03030200,25.88
2018403,Mannheim,AL220225,OFP,11.88235294117647,0.34,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.04
2018429,Mannheim,AL220314,OFP,7.690265486725664,1.13,ALBERT BIEBL GMBH,D03030200,8.69
2018430,Mannheim,AL220315,OFP,7.359375,1.28,ALBERT BIEBL GMBH,D03030200,9.42
2018444,Mannheim,AL220396,OFP,11.06060606060606,0.66,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.3
2018445,Mannheim,AL220397,OFP,10.671641791044776,0.67,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.15
2018446,Mannheim,AL220436,OFP,32.72727272727273,0.22,ARGUS FLUIDTECHNIK GMBH,D03030200,7.2
2018448,Mannheim,AL220439,OFP,18.0,0.21,ALBERT BIEBL GMBH,D03030200,3.78
2018536,Mannheim,AL220571,OFP,38.357142857142854,0.42,ALBERT BIEBL GMBH,D03030200,16.11
2018543,Mannheim,AL220702,OFP,17.8,0.2,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.56
2018603,Mannheim,AL220752,OFP,17.728260869565215,0.92,ALBERT BIEBL GMBH,D03030200,16.31
2018611,Mannheim,AL220753,OFP,17.548387096774192,0.93,ALBERT BIEBL GMBH,D03030200,16.32
2018613,Mannheim,AL220754,OFP,18.11111111111111,0.9,ALBERT BIEBL GMBH,D03030200,16.3
2018615,Mannheim,AL220755,OFP,32.84615384615384,0.13,ALBERT BIEBL GMBH,D03030200,4.27
2018616,Mannheim,AL220756,OFP,29.428571428571427,0.14,ALBERT BIEBL GMBH,D03030200,4.12
2018645,Mannheim,AL220789,OFP,26.82894736842105,0.38,DIRISAMER ROHRBIEGETECHNIK,D03030200,10.195
2018651,Mannheim,AL220793,OFP,14.232558139534884,0.43,ARGUS FLUIDTECHNIK GMBH,D03030110,6.12
2018754,Mannheim,AL220846,OFP,18.75,0.16,ARGUS FLUIDTECHNIK GMBH,D03030200,3.0
2018940,Mannheim,AL220980,OFP,23.907894736842106,0.76,DIRISAMER ROHRBIEGETECHNIK,D03030200,18.17
2019039,Mannheim,AL221040,OFP,27.454545454545453,0.11,ALBERT BIEBL GMBH,D03030200,3.02
2019047,Mannheim,AL221052,OFP,7.695652173913043,0.92,KWM WEISSHAAR GMBH,D14010110,7.08
2019051,Mannheim,AL221067,OFP,12.383561643835616,0.73,BERGER + HERMANN,D03030200,9.04
2019226,Mannheim,AL221194,OFP,14.499999999999998,0.32,JOSEF FLECKNER,D14010110,4.64
2019227,Mannheim,AL221195,OFP,24.04,0.25,JOSEF FLECKNER,D14010110,6.01
2019241,Mannheim,AL221218,OFP,14.874999999999998,0.64,ARGUS FLUIDTECHNIK GMBH,D03030200,9.52
2019242,Mannheim,AL221219,OFP,10.481481481481481,0.54,ARGUS FLUIDTECHNIK GMBH,D03030200,5.66
2019245,Mannheim,AL221221,OFP,9.258823529411766,0.85,ARGUS FLUIDTECHNIK GMBH,D03030110,7.87
2019246,Mannheim,AL221222,OFP,14.844155844155843,1.54,EATON GERMANY GMBH,D03030110,22.86
2019248,Mannheim,AL221223,OFP,12.989130434782608,0.92,ARGUS FLUIDTECHNIK GMBH,D03030110,11.95
2019254,Mannheim,AL221242LX2,OFP,16.875,0.16,KWM WEISSHAAR GMBH,D14010110,2.7
2019282,Mannheim,AL221310,OFP,25.166666666666668,0.12,ALBERT BIEBL GMBH,D03030200,3.02
2019297,Mannheim,AL221350,OFP,36.4,0.1,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.64
2019299,Mannheim,AL221352,OFP,18.53846153846154,0.26,ALBERT BIEBL GMBH,D03030200,4.82
2019301,Mannheim,AL221353,OFP,18.999999999999996,0.2,BERGER + HERMANN,D03030200,3.8
2019303,Mannheim,AL221354,OFP,27.81818181818182,0.11,BERGER + HERMANN,D03030200,3.06
2019305,Mannheim,AL221355,OFP,25.583333333333332,0.12,BERGER + HERMANN,D03030200,3.07
2019344,Mannheim,AL221410,OFP,13.9,0.5,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.95
2019350,Mannheim,AL221432,OFP,16.48275862068966,0.29,ALBERT BIEBL GMBH,D03030200,4.78
2019351,Mannheim,AL221434,OFP,29.21428571428571,0.14,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.09
2019352,Mannheim,AL221435,OFP,28.666666666666668,0.15,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.3
2019353,Mannheim,AL221439,OFP,20.761904761904763,0.21,ALBERT BIEBL GMBH,D03030200,4.36
2019355,Mannheim,AL221440,OFP,29.636363636363633,0.11,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.26
2019367,Mannheim,AL221486LX2,OFP,12.111111111111112,0.18,HERN S.R.O.,D14010110,2.18
2019372,Mannheim,AL221492,OFP,18.829787234042552,0.47,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.85
2019373,Mannheim,AL221493,OFP,12.48,0.5,ARGUS FLUIDTECHNIK GMBH,D03030200,6.24
2019374,Mannheim,AL221494,OFP,10.522388059701491,0.67,ARGUS FLUIDTECHNIK GMBH,D03030200,7.05
2019395,Mannheim,AL221520,OFP,18.614583333333336,0.96,ARGUS FLUIDTECHNIK GMBH,D03030200,17.87
2019434,Mannheim,AL221542,OFP,11.514285714285716,0.35,JOSEF FLECKNER,D14010110,4.03
2019516,Mannheim,AL221655,OFP,6.887850467289719,1.07,ALBERT BIEBL GMBH,D03030200,7.37
2019539,Mannheim,AL221669,OFP,16.02,0.5,KWM WEISSHAAR GMBH,D14010110,8.01
2019540,Mannheim,AL221673,OFP,7.455284552845528,1.23,ARGUS FLUIDTECHNIK GMBH,D03030110,9.17
2019541,Mannheim,AL221674,OFP,12.405797101449277,0.69,ARGUS FLUIDTECHNIK GMBH,D03030110,8.56
2019583,Mannheim,AL221725,OFP,30.272727272727273,0.11,ALBERT BIEBL GMBH,D03030200,3.33
2019586,Mannheim,AL221729,OFP,20.305555555555554,0.36,ARGUS FLUIDTECHNIK GMBH,D03030200,7.31
2019618,Mannheim,AL221751,OFP,17.791666666666664,0.24,ALBERT BIEBL GMBH,D03030200,4.27
2019796,Mannheim,AL221849,OFP,8.24390243902439,0.82,ALBERT BIEBL GMBH,D03030200,6.76
2019812,Mannheim,AL221883LX2,OFP,inf,0.0,HUISSEL GMBH,D14010110,2.06
2019952,Mannheim,AL221977,OFP,18.434782608695652,0.46,ARGUS FLUIDTECHNIK GMBH,D03030110,8.48
2019992,Mannheim,AL222051,OFP,31.72727272727273,0.11,ALBERT BIEBL GMBH,D03030200,3.49
2019996,Mannheim,AL222082,OFP,12.020408163265305,0.49,DIPL. ING. K. DIETZEL GMBH,D03030110,5.89
2019997,Mannheim,AL222084,OFP,10.0,1.72,PARKER HANNIFIN GMBH & CO KG,D03030110,17.2
2020100,Mannheim,AL222243,OFP,13.442857142857143,0.7,DIRISAMER ROHRBIEGETECHNIK,D03030200,9.41
2020101,Mannheim,AL222244,OFP,28.215384615384615,0.65,DIRISAMER ROHRBIEGETECHNIK,D03030200,18.34
2020145,Mannheim,AL222342,OFP,15.366666666666669,0.3,ARGUS FLUIDTECHNIK GMBH,D03030200,4.61
2020146,Mannheim,AL222343,OFP,14.888888888888886,0.27,ALBERT BIEBL GMBH,D03030200,4.02
2020190,Mannheim,AL222362,OFP,5.45625,1.6,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.73
2020231,Mannheim,AL222447,OFP,13.678571428571427,0.56,ALBERT BIEBL GMBH,D03030200,7.66
2020234,Mannheim,AL222448,OFP,14.074074074074073,0.54,ALBERT BIEBL GMBH,D03030200,7.6
2020246,Mannheim,AL222461,OFP,16.235294117647058,0.51,ALBERT BIEBL GMBH,D03030200,8.28
2020248,Mannheim,AL222462,OFP,16.916666666666664,0.48,ALBERT BIEBL GMBH,D03030200,8.12
2020258,Mannheim,AL222465,OFP,13.686567164179104,0.67,ALBERT BIEBL GMBH,D03030200,9.17
2020259,Mannheim,AL222466,OFP,13.8135593220339,0.59,ALBERT BIEBL GMBH,D03030200,8.15
2020284,Mannheim,AL222503,OFP,16.037735849056602,0.53,ALBERT BIEBL GMBH,D03030200,8.5
2020348,Mannheim,AL222631,OFP,13.557894736842107,0.95,ALBERT BIEBL GMBH,D03030200,12.88
2020351,Mannheim,AL222633,OFP,13.242424242424242,0.99,ALBERT BIEBL GMBH,D03030200,13.11
2020397,Mannheim,AL222657,OFP,60.35714285714286,0.42,DIPL. ING. K. DIETZEL GMBH,D03030110,25.35
2020400,Mannheim,AL222658,OFP,67.63157894736842,0.38,DIPL. ING. K. DIETZEL GMBH,D03030110,25.7
2020407,Mannheim,AL222667,OFP,46.33333333333333,0.06,ARGUS FLUIDTECHNIK GMBH,D03030200,2.78
2020409,Mannheim,AL222668,OFP,38.0,0.09,ARGUS FLUIDTECHNIK GMBH,D03030200,3.42
2020459,Mannheim,AL222754,OFP,33.38461538461538,0.13,CURTIS PRODUCTS INC,D03030200,4.34
2020495,Mannheim,AL222888,OFP,49.05,0.2,ARGUS FLUIDTECHNIK GMBH,D03030200,9.81
2020496,Mannheim,AL222889,OFP,20.9672131147541,0.61,ARGUS FLUIDTECHNIK GMBH,D03030200,12.79
2020497,Mannheim,AL222892,OFP,11.466666666666667,0.45,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.16
2020500,Mannheim,AL222920,OFP,33.733333333333334,0.15,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.06
2020517,Mannheim,AL222924,OFP,15.217391304347826,0.23,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.5
2020520,Mannheim,AL222930,OFP,7.057471264367816,0.87,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.14
2020522,Mannheim,AL222936,OFP,8.654545454545454,0.55,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.76
2020523,Mannheim,AL222938,OFP,7.439560439560439,0.91,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.77
2020524,Mannheim,AL222939,OFP,12.289473684210526,0.38,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.67
2020530,Mannheim,AL223028,OFP,17.72222222222222,0.18,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.19
2020539,Mannheim,AL223050,OFP,17.0,0.19,BERGER + HERMANN,D03030200,3.23
2020540,Mannheim,AL223055,OFP,22.813953488372096,0.43,DIRISAMER ROHRBIEGETECHNIK,D03030200,9.81
2020560,Mannheim,AL223098,OFP,20.8625,0.8,DIRISAMER ROHRBIEGETECHNIK,D03030200,16.69
2020563,Mannheim,AL223099,OFP,19.755555555555556,0.9,DIRISAMER ROHRBIEGETECHNIK,D03030200,17.78
2020567,Mannheim,AL223100,OFP,8.604166666666666,0.48,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.13
2020568,Mannheim,AL223105,OFP,6.1625,0.8,EATON GERMANY GMBH,D03030110,4.93
2020569,Mannheim,AL223107,OFP,8.446428571428571,0.56,DIPL. ING. K. DIETZEL GMBH,D03030110,4.73
2020570,Mannheim,AL223108,OFP,7.576923076923077,0.78,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.91
2020571,Mannheim,AL223109,OFP,7.120481927710844,0.83,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.91
2020572,Mannheim,AL223110,OFP,9.955555555555556,0.45,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.48
2020573,Mannheim,AL223111,OFP,9.56,0.5,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.78
2020576,Mannheim,AL223129,OFP,29.726027397260275,0.73,ALBERT BIEBL GMBH,D03030200,21.7
2020581,Mannheim,AL223130,OFP,14.46153846153846,0.26,ALBERT BIEBL GMBH,D03030200,3.76
2020583,Mannheim,AL223131,OFP,22.3125,0.16,ARGUS FLUIDTECHNIK GMBH,D03030200,3.57
2020584,Mannheim,AL223132,OFP,18.789473684210524,0.19,ARGUS FLUIDTECHNIK GMBH,D03030200,3.57
2020588,Mannheim,AL223137,OFP,18.3,0.3,ALBERT BIEBL GMBH,D03030200,5.49
2020592,Mannheim,AL223144,OFP,14.708333333333334,0.24,ARGUS FLUIDTECHNIK GMBH,D03030200,3.53
2020593,Mannheim,AL223145,OFP,12.875,0.32,BERGER + HERMANN,D03030200,4.12
2020594,Mannheim,AL223149,OFP,21.597222222222225,0.72,DIRISAMER ROHRBIEGETECHNIK,D03030200,15.55
2020595,Mannheim,AL223151,OFP,20.641025641025642,0.78,DIRISAMER ROHRBIEGETECHNIK,D03030200,16.1
2020601,Mannheim,AL223167LX2,OFP,13.277777777777779,0.18,JOSEF FLECKNER,D14010110,2.39
2020610,Mannheim,AL223188,OFP,2.84,3.0,GRAEPEL LÖNINGEN,D14010110,8.52
2020650,Mannheim,AL223191,OFP,10.063829787234043,0.47,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.73
2020666,Mannheim,AL223213,OFP,81.17142857142858,0.35,CONTITECH TECHNO-CHEMIE GMBH,D03030110,28.41
2020705,Mannheim,AL223328,OFP,5.63013698630137,2.19,DIRISAMER ROHRBIEGETECHNIK,D03030200,12.33
2020706,Mannheim,AL223329,OFP,10.117021276595745,0.94,ALBERT BIEBL GMBH,D03030200,9.51
2020707,Mannheim,AL223330,OFP,14.125,0.4,BERGER + HERMANN,D03030200,5.65
2020711,Mannheim,AL223341,OFP,15.405405405405405,0.37,ALBERT BIEBL GMBH,D03030200,5.7
2020738,Mannheim,AL223365,OFP,26.333333333333332,0.33,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.69
2020777,Mannheim,AL223385,OFP,14.499999999999996,0.28,BERGER + HERMANN,D03030200,4.06
2020790,Mannheim,AL223416,OFP,14.0625,0.32,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.5
2020791,Mannheim,AL223417,OFP,15.0,0.3,ALBERT BIEBL GMBH,D03030200,4.5
2020792,Mannheim,AL223418,OFP,22.054794520547947,0.73,PARKER HANNIFIN GMBH & CO KG,D03030110,16.1
2020793,Mannheim,AL223419,OFP,0.07428571428571429,215.25,PARKER HANNIFIN GMBH & CO KG,D03030110,15.99
2020795,Mannheim,AL223421,OFP,0.07275340814244645,215.66,PARKER HANNIFIN GMBH & CO KG,D03030110,15.69
2020801,Mannheim,AL223423,OFP,13.285714285714286,1.19,PARKER HANNIFIN GMBH & CO KG,D03030110,15.81
2020804,Mannheim,AL223424,OFP,16.81730769230769,1.04,PARKER HANNIFIN GMBH & CO KG,D03030110,17.49
2020819,Mannheim,AL223457,OFP,17.6875,0.16,BERGER + HERMANN,D03030200,2.83
2020820,Mannheim,AL223458,OFP,15.36,0.25,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.84
2020840,Mannheim,AL223474,OFP,15.625,0.32,ALBERT BIEBL GMBH,D03030200,5.0
2020841,Mannheim,AL223477,OFP,9.695652173913043,0.46,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.46
2020842,Mannheim,AL223478,OFP,13.32258064516129,0.31,BERGER + HERMANN,D03030200,4.13
2020843,Mannheim,AL223484,OFP,26.894736842105264,0.19,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.11
2020845,Mannheim,AL223485,OFP,13.149999999999999,0.2,BERGER + HERMANN,D03030200,2.63
2020861,Mannheim,AL223520,OFP,14.184615384615386,0.65,DIRISAMER ROHRBIEGETECHNIK,D03030200,9.22
2020862,Mannheim,AL223521,OFP,16.86,0.5,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.43
2020863,Mannheim,AL223525,OFP,14.56,0.25,BERGER + HERMANN,D03030200,3.64
2020864,Mannheim,AL223529,OFP,10.761904761904763,0.63,ARCO ARMATURENFABRIK,D03050400,6.78
2020875,Mannheim,AL223554,OFP,12.666666666666666,0.3,BERGER + HERMANN,D03030200,3.8
2020876,Mannheim,AL223556,OFP,73.8,0.2,ARGUS FLUIDTECHNIK GMBH,D03030110,14.76
2020885,Mannheim,AL223562,OFP,17.038461538461537,0.26,BERGER + HERMANN,D03030200,4.43
2020886,Mannheim,AL223563,OFP,16.772727272727273,0.22,BERGER + HERMANN,D03030200,3.69
2020901,Mannheim,AL223577,OFP,49.92857142857142,0.28,DIRISAMER ROHRBIEGETECHNIK,D03030200,13.98
2020902,Mannheim,AL223578,OFP,13.452380952380954,0.42,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.65
2020903,Mannheim,AL223580,OFP,12.711538461538462,0.52,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.61
2020907,Mannheim,AL223607,OFP,13.395348837209301,0.43,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.76
2020908,Mannheim,AL223608,OFP,13.568627450980392,0.51,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.92
2020909,Mannheim,AL223609,OFP,17.636363636363637,0.22,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.88
2020911,Mannheim,AL223617,OFP,19.6875,0.16,ARGUS FLUIDTECHNIK GMBH,D03030200,3.15
2020924,Mannheim,AL223622,OFP,7.530303030303029,0.66,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.97
2020994,Mannheim,AL223703,OFP,39.46666666666667,0.15,HERN S.R.O.,D14010110,5.92
2020996,Mannheim,AL223704,OFP,35.58333333333333,0.12,HERN S.R.O.,D14010110,4.27
2020997,Mannheim,AL223713,OFP,14.666666666666668,0.48,ALBERT BIEBL GMBH,D03030200,7.04
2020998,Mannheim,AL223714,OFP,8.76056338028169,0.71,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.22
2020999,Mannheim,AL223715,OFP,8.405405405405405,0.74,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.22
2021013,Mannheim,AL223720,OFP,15.196969696969695,0.66,HUISSEL GMBH,D14010110,10.03
2021018,Mannheim,AL223732,OFP,0.49473684210526314,2.85,METOKOTE DEUTSCHLAND,D14010110,1.41
2021026,Mannheim,AL223741,OFP,9.293478260869566,0.92,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.55
2021027,Mannheim,AL223742,OFP,8.91304347826087,0.92,ALBERT BIEBL GMBH,D03030200,8.2
2021028,Mannheim,AL223743,OFP,12.594594594594595,0.37,BERGER + HERMANN,D03030200,4.66
2021029,Mannheim,AL223744,OFP,17.166666666666668,0.36,ALBERT BIEBL GMBH,D03030200,6.18
2021030,Mannheim,AL223750,OFP,17.526315789473685,0.19,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.33
2021031,Mannheim,AL223751,OFP,13.02941176470588,0.34,BERGER + HERMANN,D03030200,4.43
2021032,Mannheim,AL223755,OFP,9.991071428571427,1.12,ALFAGOMMA GERMANY,D03030110,11.19
2021033,Mannheim,AL223769,OFP,26.063829787234045,0.47,DIRISAMER ROHRBIEGETECHNIK,D03030200,12.25
2021036,Mannheim,AL223771,OFP,3.0144927536231885,3.45,SKS INDUSTRIELACKIERUNGEN,D14010110,10.4
2021038,Mannheim,AL223773,OFP,12.666666666666666,0.3,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.8
2021119,Mannheim,AL223820,OFP,12.833333333333334,0.36,ARGUS FLUIDTECHNIK GMBH,D03030200,4.62
2021121,Mannheim,AL223825,OFP,12.76086956521739,0.46,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.87
2021123,Mannheim,AL223828,OFP,14.395348837209303,0.43,ALFAGOMMA GERMANY,D03030110,6.19
2021126,Mannheim,AL223829,OFP,43.21875,0.32,DIRISAMER ROHRBIEGETECHNIK,D03030200,13.83
2021129,Mannheim,AL223832,OFP,13.399999999999999,0.3,BERGER + HERMANN,D03030200,4.02
2021130,Mannheim,AL223833,OFP,16.052631578947366,0.19,BERGER + HERMANN,D03030200,3.05
2021135,Mannheim,AL223845LX2,OFP,10.38888888888889,0.18,JOSEF FLECKNER,D14010110,1.87
2021137,Mannheim,AL223852,OFP,9.7,0.4,ALBERT BIEBL GMBH,D03030200,3.88
2021143,Mannheim,AL223855,OFP,13.575999999999999,1.25,DIRISAMER ROHRBIEGETECHNIK,D03030200,16.97
2021155,Mannheim,AL223868,OFP,10.28,0.5,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.14
2021156,Mannheim,AL223869,OFP,10.272727272727272,0.44,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.52
2021168,Mannheim,AL223901,OFP,43.75,0.12,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.25
2021170,Mannheim,AL223920,OFP,20.599999999999998,0.1,BERGER + HERMANN,D03030200,2.06
2021173,Mannheim,AL223962,OFP,30.047619047619047,0.42,ARGUS FLUIDTECHNIK GMBH,D03030200,12.62
2021175,Mannheim,AL223973,OFP,16.833333333333336,0.24,ALBERT BIEBL GMBH,D03030200,4.04
2021176,Mannheim,AL223974,OFP,23.8125,0.16,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.81
2021186,Mannheim,AL224031,OFP,57.9,0.1,HERN S.R.O.,D14010110,5.79
2021263,Mannheim,AL224079,OFP,30.568181818181817,0.44,DIRISAMER ROHRBIEGETECHNIK,D03030200,13.45
2021281,Mannheim,AL224094,OFP,36.44444444444444,0.09,BERGER + HERMANN,D03030200,3.28
2021282,Mannheim,AL224104,OFP,14.1875,0.32,DIPL. ING. K. DIETZEL GMBH,D03030110,4.54
2021286,Mannheim,AL224112,OFP,27.9,0.1,ARGUS FLUIDTECHNIK GMBH,D03030200,2.79
2021344,Mannheim,AL224362,OFP,12.339622641509434,1.59,ARGUS FLUIDTECHNIK GMBH,D03030200,19.62
2021348,Mannheim,AL224363,OFP,15.362745098039216,1.02,ARGUS FLUIDTECHNIK GMBH,D03030200,15.67
2021372,Mannheim,AL224400,OFP,42.5,0.22,BERGER + HERMANN,D03030200,9.35
2021373,Mannheim,AL224401,OFP,17.76470588235294,0.17,BERGER + HERMANN,D03030200,3.02
2021422,Mannheim,AL224557,OFP,13.637254901960784,1.02,ALBERT BIEBL GMBH,D03030200,13.91
2021481,Mannheim,AL224682,OFP,10.873239436619718,0.71,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.72
2021491,Mannheim,AL224725,OFP,8.562499999999998,0.8,ALBERT BIEBL GMBH,D03030200,6.85
2021492,Mannheim,AL224726,OFP,8.390243902439025,0.82,ALBERT BIEBL GMBH,D03030200,6.88
2021493,Mannheim,AL224728,OFP,12.229166666666668,0.96,DIPL. ING. K. DIETZEL GMBH,D03030200,11.74
2021494,Mannheim,AL224729,OFP,13.290697674418604,0.86,DIPL. ING. K. DIETZEL GMBH,D03030110,11.43
2021496,Mannheim,AL224757,OFP,15.660377358490567,0.53,ALBERT BIEBL GMBH,D03030200,8.3
2021521,Mannheim,AL224802,OFP,13.565217391304348,0.69,DIRISAMER ROHRBIEGETECHNIK,D03030200,9.36
2021537,Mannheim,AL224811,OFP,13.05263157894737,0.57,ALBERT BIEBL GMBH,D03030200,7.44
2021538,Mannheim,AL224812,OFP,12.927272727272728,0.55,ALBERT BIEBL GMBH,D03030200,7.11
2021565,Mannheim,AL224927,OFP,inf,0.0,LODI S.P.A.,D07010301,21.555
2021594,Mannheim,AL224938,OFP,15.26315789473684,0.19,BERGER + HERMANN,D03030200,2.9
2021596,Mannheim,AL224939,OFP,11.133333333333333,0.3,BERGER + HERMANN,D03030200,3.34
2021600,Mannheim,AL224969,OFP,6.4923076923076914,1.3,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.44
2021606,Mannheim,AL224985,OFP,11.48051948051948,1.54,ALBERT BIEBL GMBH,D03030200,17.68
2021660,Mannheim,AL225150,OFP,22.84070796460177,1.13,DIPL. ING. K. DIETZEL GMBH,D03030110,25.81
2021702,Mannheim,AL225188,OFP,19.2,0.25,ALBERT BIEBL GMBH,D03030200,4.8
2021740,Mannheim,AL225252,OFP,8.445205479452055,0.73,DIPL. ING. K. DIETZEL GMBH,D03030110,6.165
2021741,Mannheim,AL225253,OFP,11.673469387755102,0.49,DIPL. ING. K. DIETZEL GMBH,D03030110,5.72
2021777,Mannheim,AL225265,OFP,47.61538461538462,0.13,ALBERT BIEBL GMBH,D03030200,6.19
2021778,Mannheim,AL225266,OFP,19.666666666666668,0.18,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.54
2021779,Mannheim,AL225267,OFP,5.55,0.2,METOKOTE DEUTSCHLAND,D14010110,1.11
2021824,Mannheim,AL225314,OFP,24.894736842105264,0.19,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.73
2021825,Mannheim,AL225315,OFP,6.9120879120879115,1.82,JOSEF FLECKNER,D14010110,12.58
2021877,Mannheim,AL225357,OFP,14.952702702702702,1.48,ARGUS FLUIDTECHNIK GMBH,D03030200,22.13
2021881,Mannheim,AL225358,OFP,16.804123711340207,0.97,ARGUS FLUIDTECHNIK GMBH,D03030200,16.3
